Customer_ID,Gender,Age,Married,State,Number_of_Referrals,Tenure_in_Months,Value_Deal,Phone_Service,Multiple_Lines,Internet_Service,Internet_Type,Online_Security,Online_Backup,Device_Protection_Plan,Premium_Support,Streaming_TV,Streaming_Movies,Streaming_Music,Unlimited_Data,Contract,Paperless_Billing,Payment_Method,Monthly_Charge,Total_Charges,Total_Refunds,Total_Extra_Data_Charges,Total_Long_Distance_Charges,Total_Revenue,Customer_Status,Churn_Category,Churn_Reason
97001-HAR,Male,62,Yes,Haryana,3,23,"Deal 1",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",109.95,7852.4,0,0,2936,10788.56,Stayed,Other,Other
44934-TAM,Male,23,Yes,"Tamil Nadu",9,9,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",103.7,5071.05,37,0,1707,6741.44,Churned,Competitor,"Competitor had better devices"
66335-UTT,Female,53,No,"Uttar Pradesh",3,2,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.85,272.35,0,0,359,631.41,Stayed,Other,Other
94910-WES,Female,74,Yes,"West Bengal",6,3,"Deal 4",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,Yes,"Two Year",No,"Bank Withdrawal",85.35,1961.6,0,0,884,2845.78,Stayed,Other,Other
53915-PUN,Female,76,Yes,Punjab,8,8,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",70.15,70.15,0,0,48,118.12,Churned,Competitor,"Competitor made better offer"
56043-KAR,Female,21,No,Karnataka,8,1,None,Yes,No,Yes,DSL,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",50.3,355.1,0,0,233,587.78,Stayed,Other,Other
77072-UTT,Female,41,Yes,"Uttar Pradesh",8,3,None,Yes,No,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",60,487.75,0,0,374,861.99,Stayed,Other,Other
56582-KAR,Male,58,No,Karnataka,9,31,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",20.35,178.7,0,0,115,293.66,Stayed,Other,Other
65939-TAM,Male,63,No,"Tamil Nadu",3,24,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",24.8,1514.85,0,0,2256,3770.85,Stayed,Other,Other
72125-AND,Male,23,Yes,"Andhra Pradesh",10,1,"Deal 4",Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,No,Month-to-Month,No,"Credit Card",65.05,1427.55,0,10,963,2400.71,Stayed,Other,Other
71887-KAR,Female,48,No,Karnataka,5,15,None,No,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",50.35,1277.5,0,0,0,1277.5,Stayed,Other,Other
93409-ODI,Female,33,No,Odisha,9,35,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",70,70,0,0,39,108.8,Churned,Price,"Price too high"
91641-TEL,Female,22,Yes,Telangana,15,9,None,Yes,No,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",93.8,2939.8,0,0,1137,4077.19,Stayed,Other,Other
13047-KER,Female,64,No,Kerala,3,12,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.05,91.45,0,0,168,259.37,Stayed,Other,Other
87313-GUJ,Female,19,No,Gujarat,14,6,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",20.65,1057,0,0,1822,2879.08,Stayed,Other,Other
92985-HAR,Male,62,No,Haryana,11,35,None,No,No,Yes,Cable,No,Yes,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",39.3,1637.4,0,0,0,1637.4,Churned,Competitor,"Competitor offered higher download speeds"
72969-GUJ,Female,20,No,Gujarat,7,10,None,No,No,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",No,"Bank Withdrawal",66.8,4689.15,0,0,0,4689.15,Stayed,Other,Other
57055-AND,Female,45,No,"Andhra Pradesh",8,30,None,Yes,No,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,No,"One Year",Yes,"Credit Card",75.55,2680.15,0,100,1152,3932.15,Stayed,Other,Other
51472-MAH,Female,82,Yes,Maharashtra,6,13,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",98.4,4187.75,0,0,1724,5912.21,Churned,Competitor,"Competitor had better devices"
31546-AND,Male,35,Yes,"Andhra Pradesh",15,33,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",20.5,402.85,0,0,691,1093.54,Stayed,Other,Other
98159-HAR,Male,40,No,Haryana,1,25,"Deal 4",Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",74.35,834.2,0,0,101,934.74,Churned,Competitor,"Competitor made better offer"
39649-KAR,Male,42,Yes,Karnataka,6,36,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",79.8,4526.85,0,0,1317,5844.03,Stayed,Other,Other
21945-KAR,Male,61,No,Karnataka,7,5,None,Yes,No,Yes,"Fiber Optic",Yes,No,No,Yes,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",80.85,866.45,24,0,219,1061.85,Churned,Competitor,"Competitor offered more data"
31566-UTT,Male,25,No,"Uttar Pradesh",9,28,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Mailed Check",20.35,617.35,0,0,615,1231.86,Stayed,Other,Other
55554-UTT,Male,31,Yes,"Uttar Pradesh",14,1,"Deal 5",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",104.4,242.8,45,0,23,220.38,Churned,Attitude,"Attitude of support person"
94028-TEL,Male,24,Yes,Telangana,11,12,"Deal 4",Yes,No,Yes,DSL,Yes,No,No,Yes,No,No,No,Yes,"One Year",Yes,"Mailed Check",54.6,617.85,0,0,13,630.61,Stayed,Other,Other
28848-RAJ,Male,69,Yes,Rajasthan,14,30,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",89.95,6143.15,7,110,1127,7373.82,Churned,Competitor,"Competitor had better devices"
67253-KAR,Female,69,Yes,Karnataka,8,17,"Deal 2",Yes,Yes,Yes,"Fiber Optic",Yes,No,Yes,Yes,Yes,Yes,No,Yes,"Two Year",Yes,"Bank Withdrawal",111.6,7099,0,0,1045,8144.12,Stayed,Other,Other
24531-AND,Male,82,No,"Andhra Pradesh",10,5,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",90.8,1951,0,0,95,2046.4,Churned,Competitor,"Competitor had better devices"
65424-WES,Male,41,No,"West Bengal",9,13,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",89.25,1907.85,0,0,396,2304.07,Churned,Competitor,"Competitor had better devices"
62994-KER,Male,41,Yes,Kerala,1,36,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Mailed Check",90.6,5817.45,0,0,2368,8185.45,Stayed,Other,Other
85111-JHA,Female,26,No,Jharkhand,3,2,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"One Year",Yes,"Credit Card",24.2,914.6,0,0,229,1143.92,Stayed,Other,Other
18756-MAD,Female,18,No,"Madhya Pradesh",15,7,"Deal 3",Yes,No,Yes,DSL,No,Yes,No,No,Yes,No,No,Yes,"One Year",Yes,"Credit Card",58.6,2224.5,0,0,1879,4103.13,Stayed,Other,Other
41777-JAM,Female,56,No,"Jammu & Kashmir",12,8,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",106.1,5082.8,0,0,1187,6269.84,Churned,Other,"Don't know"
63441-RAJ,Male,40,Yes,Rajasthan,13,13,"Deal 4",Yes,No,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",89.4,2001.5,0,0,871,2872.26,Churned,Dissatisfaction,"Lack of self-service on Website"
69527-UTT,Female,19,No,"Uttar Pradesh",8,10,"Deal 3",Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,No,Yes,"Two Year",No,"Bank Withdrawal",64.35,1558.65,0,0,1117,2675.61,Stayed,Other,Other
72349-UTT,Male,72,Yes,"Uttar Pradesh",6,12,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",72.85,688.65,0,30,55,773.25,Churned,Competitor,"Competitor had better devices"
56123-AND,Female,50,Yes,"Andhra Pradesh",0,1,None,Yes,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",66.7,579,0,0,329,908.04,Stayed,Other,Other
58749-MAD,Female,63,Yes,"Madhya Pradesh",7,9,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",80.4,2937.65,0,0,1776,4713.53,Stayed,Other,Other
98901-KAR,Female,52,No,Karnataka,12,30,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",70.5,70.5,0,0,41,111.89,Churned,Competitor,"Competitor offered higher download speeds"
29152-AND,Female,57,Yes,"Andhra Pradesh",2,13,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",Yes,"Bank Withdrawal",19.3,360.35,0,0,705,1065.15,Stayed,Other,Other
14941-MAH,Female,43,Yes,Maharashtra,2,30,None,Yes,No,Yes,"Fiber Optic",No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",79.25,1111.65,48,0,436,1499.42,Churned,Competitor,"Competitor had better devices"
52196-RAJ,Female,45,Yes,Rajasthan,13,33,"Deal 5",Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",44.75,333.65,0,0,201,534.55,Stayed,Other,Other
73548-JHA,Female,32,Yes,Jharkhand,5,15,None,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",68.6,2877.05,0,0,1514,4391.18,Stayed,Other,Other
74864-JHA,Female,51,Yes,Jharkhand,15,34,None,Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",20.55,96.1,0,0,123,218.75,Stayed,Other,Other
71215-UTT,Female,70,Yes,"Uttar Pradesh",11,7,None,No,No,Yes,DSL,No,No,Yes,No,Yes,Yes,No,Yes,"One Year",Yes,"Bank Withdrawal",50.05,2743.45,0,0,0,2743.45,Stayed,Other,Other
17866-HAR,Female,60,Yes,Haryana,5,35,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,"Bank Withdrawal",86.5,582.5,0,20,158,760.77,Churned,Competitor,"Competitor offered higher download speeds"
25145-KAR,Female,42,No,Karnataka,7,24,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Bank Withdrawal",25.25,1841.2,0,0,3565,5405.92,Stayed,Other,Other
47239-MAH,Male,56,No,Maharashtra,6,33,"Deal 1",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20.5,1502.25,0,0,3162,4663.77,Stayed,Other,Other
14942-HAR,Male,23,Yes,Haryana,10,11,"Deal 2",No,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,"One Year",No,"Bank Withdrawal",40.3,1794.8,0,0,0,1794.8,Stayed,Other,Other
12305-AND,Male,28,Yes,"Andhra Pradesh",13,22,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",Yes,"Credit Card",20.35,422.7,0,0,473,895.83,Stayed,Other,Other
11098-MAD,Female,30,Yes,"Madhya Pradesh",0,31,"Deal 1",Yes,No,Yes,"Fiber Optic",Yes,Yes,No,Yes,No,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",95.1,6683.4,0,0,632,7315.12,Stayed,Other,Other
65623-AND,Male,43,No,"Andhra Pradesh",8,26,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",92.85,5305.05,0,0,2766,8071.07,Stayed,Other,Other
49504-UTT,Male,81,No,"Uttar Pradesh",10,36,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",100.6,3270.25,0,0,1455,4725.55,Stayed,Other,Other
88152-TEL,Male,31,Yes,Telangana,6,15,"Deal 5",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",20.15,20.15,0,0,41,60.66,Churned,Price,"Long distance charges"
16702-JAM,Female,47,Yes,"Jammu & Kashmir",3,28,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Credit Card",89.7,4952.95,42,0,212,5123.53,Stayed,Other,Other
56990-WES,Male,26,Yes,"West Bengal",13,27,None,No,No,Yes,Cable,No,Yes,No,No,Yes,Yes,Yes,Yes,"Two Year",No,"Credit Card",49.65,2409.9,0,0,0,2409.9,Stayed,Other,Other
68710-UTT,Female,48,No,"Uttar Pradesh",13,7,None,Yes,Yes,Yes,"Fiber Optic",Yes,Yes,No,Yes,Yes,Yes,Yes,No,"Two Year",No,"Credit Card",110.25,7279.35,0,30,3320,10629.11,Stayed,Other,Other
55208-WES,Female,36,No,"West Bengal",9,13,None,Yes,Yes,Yes,"Fiber Optic",Yes,No,Yes,Yes,Yes,No,No,Yes,"Two Year",Yes,"Bank Withdrawal",98.2,7015.9,0,0,1835,8850.46,Stayed,Other,Other
22543-UTT,Female,23,Yes,"Uttar Pradesh",4,9,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.65,1335.2,0,0,2212,3546.87,Stayed,Other,Other
79499-UTT,Female,58,Yes,"Uttar Pradesh",11,4,"Deal 2",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"One Year",No,"Mailed Check",113.3,5032.25,0,0,1509,6541.55,Stayed,Other,Other
54433-GUJ,Female,58,No,Gujarat,6,11,None,Yes,Yes,Yes,Cable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Credit Card",90.6,6441.85,0,0,2518,8959.69,Stayed,Other,Other
39581-TAM,Female,24,No,"Tamil Nadu",8,3,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",20.1,184.4,0,0,140,324.8,Stayed,Other,Other
71900-RAJ,Male,43,Yes,Rajasthan,7,11,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Bank Withdrawal",20.2,1192.3,0,0,2783,3975.33,Stayed,Other,Other
88789-TAM,Male,41,Yes,"Tamil Nadu",12,6,None,Yes,No,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Credit Card",100.05,2090.25,0,0,199,2289.35,Stayed,Other,Other
17956-WES,Male,57,No,"West Bengal",2,6,None,Yes,Yes,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",49.9,1441.95,0,100,167,1708.75,Stayed,Other,Other
33968-MAD,Male,63,Yes,"Madhya Pradesh",13,34,None,Yes,No,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",79.2,4016.3,0,0,860,4875.86,Stayed,Other,Other
79898-PUN,Male,33,Yes,Punjab,13,17,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",-7,1021.55,0,0,264,1285.85,Stayed,Other,Other
93798-TAM,Male,64,No,"Tamil Nadu",1,6,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",45.3,45.3,0,30,28,103.67,Churned,Competitor,"Competitor offered higher download speeds"
76580-TAM,Female,29,Yes,"Tamil Nadu",0,17,"Deal 5",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Mailed Check",20.4,20.4,0,0,22,42.52,Churned,Price,"Long distance charges"
79098-TAM,Female,55,No,"Tamil Nadu",9,31,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",Yes,"Mailed Check",-1,415.9,0,0,603,1018.5,Stayed,Other,Other
78104-JHA,Female,61,Yes,Jharkhand,11,9,"Deal 4",Yes,Yes,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",78.95,1101.85,0,0,229,1330.89,Churned,Competitor,"Competitor made better offer"
58802-TAM,Female,42,Yes,"Tamil Nadu",0,32,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",89.05,1448.6,0,0,191,1639.96,Churned,Competitor,"Competitor made better offer"
88980-HAR,Female,41,Yes,Haryana,9,14,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Bank Withdrawal",23.3,797.1,0,0,228,1025.3,Stayed,Other,Other
74134-GUJ,Female,56,Yes,Gujarat,5,26,None,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",90.95,6468.6,0,0,3070,9538.68,Stayed,Other,Other
14424-JHA,Male,41,Yes,Jharkhand,14,13,None,Yes,No,Yes,Cable,No,No,No,Yes,Yes,No,No,Yes,"Two Year",Yes,"Credit Card",59.8,3808.2,0,0,665,4473.15,Stayed,Other,Other
62603-TEL,Male,45,No,Telangana,10,35,"Deal 5",No,No,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,"Credit Card",34.2,256.6,0,0,0,256.6,Stayed,Other,Other
93193-TAM,Male,73,No,"Tamil Nadu",14,14,None,Yes,No,Yes,DSL,No,No,No,No,No,No,No,Yes,Month-to-Month,No,"Bank Withdrawal",46,46,0,0,8,53.74,Churned,Competitor,"Competitor had better devices"
47045-TAM,Male,74,No,"Tamil Nadu",13,20,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",73,73,0,0,21,93.55,Churned,Competitor,"Competitor offered more data"
52976-PUN,Female,72,Yes,Punjab,4,8,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",75.05,256.25,0,0,71,327.71,Churned,Competitor,"Competitor had better devices"
43116-JAM,Female,43,No,"Jammu & Kashmir",10,30,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",79.75,164.5,0,0,17,181.14,Churned,Competitor,"Competitor made better offer"
45349-RAJ,Male,22,Yes,Rajasthan,9,2,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Credit Card",25.6,514.75,0,0,587,1102.17,Stayed,Other,Other
33573-DEL,Female,20,Yes,Delhi,7,11,"Deal 1",Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,No,"One Year",Yes,"Bank Withdrawal",109.5,7674.55,0,150,2932,10756.15,Churned,Attitude,"Attitude of service provider"
22108-BIH,Female,48,Yes,Bihar,2,21,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",25.15,702,0,0,131,833.37,Stayed,Other,Other
91259-TEL,Female,39,No,Telangana,4,6,"Deal 2",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Bank Withdrawal",19.65,779.25,0,0,289,1067.78,Stayed,Other,Other
32663-BIH,Female,75,Yes,Bihar,4,22,"Deal 4",Yes,Yes,Yes,DSL,Yes,Yes,No,No,No,No,No,Yes,"Two Year",Yes,"Credit Card",58.4,964.9,0,0,852,1817.02,Stayed,Other,Other
88485-HAR,Female,48,Yes,Haryana,9,35,None,Yes,Yes,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",25.05,1873.7,0,0,3184,5057.34,Stayed,Other,Other
37708-BIH,Female,71,Yes,Bihar,4,30,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",75.5,1893.95,0,0,286,2180.15,Churned,Competitor,"Competitor had better devices"
21268-GUJ,Female,46,No,Gujarat,11,26,"Deal 5",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",19.05,157.65,0,0,282,439.17,Stayed,Other,Other
89370-TAM,Female,70,No,"Tamil Nadu",5,5,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,No,No,Yes,"One Year",Yes,"Bank Withdrawal",70.65,3545.05,0,0,605,4149.85,Stayed,Other,Other
12695-BIH,Female,39,Yes,Bihar,3,20,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"One Year",No,"Credit Card",19.15,501.35,0,0,545,1046.21,Stayed,Other,Other
65974-TAM,Male,69,No,"Tamil Nadu",2,2,"Deal 1",Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",Yes,"Bank Withdrawal",92.2,6474.45,0,0,1307,7781.35,Stayed,Other,Other
37703-MAH,Female,53,No,Maharashtra,8,5,"Deal 2",Yes,Yes,Yes,"Fiber Optic",Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",107.75,6332.75,0,0,2709,9041.35,Stayed,Other,Other
12513-MAH,Female,18,No,Maharashtra,3,3,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,No,Yes,Yes,Yes,No,"Two Year",No,"Bank Withdrawal",104.7,6333.8,0,150,2128,8612,Stayed,Other,Other
17838-WES,Female,54,Yes,"West Bengal",5,32,None,Yes,Yes,Yes,"Fiber Optic",No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",108.65,4903.2,0,0,1725,6628.2,Stayed,Other,Other
97997-HAR,Female,28,No,Haryana,12,35,"Deal 5",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Credit Card",20.5,20.5,0,0,26,46.62,Churned,Price,"Long distance charges"
74446-MAD,Male,58,Yes,"Madhya Pradesh",4,6,"Deal 1",Yes,No,Yes,Cable,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",99.5,6710.5,0,0,1704,8414.62,Churned,Other,Moved
33761-HAR,Female,45,Yes,Haryana,5,11,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",81.95,81.95,0,0,45,126.89,Churned,Competitor,"Competitor had better devices"
62110-WES,Male,27,No,"West Bengal",10,30,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",19.05,201.7,0,0,341,543.06,Stayed,Other,Other
17707-PUD,Female,49,Yes,Puducherry,10,24,"Deal 1",Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",Yes,"Bank Withdrawal",19.35,1292.65,0,0,3169,4462.13,Stayed,Other,Other
48857-UTT,Male,54,Yes,"Uttar Pradesh",15,17,"Deal 4",No,No,Yes,DSL,No,Yes,Yes,No,No,No,No,Yes,Month-to-Month,Yes,"Credit Card",33.5,600,0,0,0,600,Churned,Dissatisfaction,"Product dissatisfaction"
23770-TAM,Female,76,No,"Tamil Nadu",8,15,"Deal 4",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,"Bank Withdrawal",99.55,1131.2,0,0,14,1145.28,Churned,Competitor,"Competitor made better offer"
94413-AND,Male,32,No,"Andhra Pradesh",11,9,None,Yes,No,Yes,"Fiber Optic",No,Yes,No,No,Yes,No,No,No,Month-to-Month,No,"Bank Withdrawal",84.3,84.3,0,10,2,95.93,Churned,Competitor,"Competitor offered more data"
28776-TEL,Female,48,Yes,Telangana,6,6,"Deal 2",Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,"One Year",Yes,"Bank Withdrawal",101.1,4674.4,0,0,1287,5961.02,Stayed,Other,Other
64930-RAJ,Female,56,No,Rajasthan,4,11,None,Yes,No,No,None,No,No,No,No,No,No,No,No,"Two Year",No,"Credit Card",20,141.6,0,0,188,329.28,Stayed,Other,Other
18152-ODI,Female,27,Yes,Odisha,15,8,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,"Bank Withdrawal",103.1,970.45,19,0,399,1351.16,Stayed,Other,Other
83787-UTT,Female,38,No,"Uttar Pradesh",10,33,None,Yes,Yes,Yes,"Fiber Optic",No,No,Yes,No,Yes,Yes,Yes,Yes,"Two Year",No,"Bank Withdrawal",102.6,6296.75,0,0,171,6468.11,Stayed,Other,Other
83939-TEL,Female,39,No,Telangana,0,4,"Deal 4",Yes,No,No,None,No,No,No,No,No,No,No,No,Month-to-Month,No,"Bank Withdrawal",19,348.8,0,0,597,945.68,Stayed,Other,Other
11713-MAD,Female,22,Yes,"Madhya Pradesh",4,5,"Deal 5",Yes,No,Yes,"Fiber Optic",No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,"Mailed Check",74.6,74.6,0,10,22,106.76,Churned,Competitor,"Competitor offered more data"
13654-BIH,Female,33,No,Bihar,10,34,None,Yes,Yes,Yes,"Fiber Optic",No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,"Credit Card",99,1301.7,0,0,314,1615.52,Churned,Price,"Lack of affordable download/upload speed"
11906-MAD,Female,53,No,"Madhya Pradesh",2,29,None,Yes,No,Yes,"Fiber Optic",No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,"Bank Withdrawal",79.3,523.15,0,10,134,667.62,Churned,Competitor,"Competitor had better devices"
17609-MAD,Female,42,Yes,"Madhya Pradesh",8,22,None,Yes,No,Yes,"Fiber Optic",No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,"Bank Withdrawal",85.6,1601.5,0,0,505,2106.22,Stayed,Other,Other
69893-UTT,Male,33,No,"Uttar Pradesh",14,10,None,Yes,No,Yes,DSL,Yes,No,Yes,Yes,No,No,No,Yes,"One Year",Yes,"Credit Card",58.75,2203.1,0,0,1320,3522.89,Stayed,Other,Other
